Unnamed: 0,text,Emotion,label
,feel fine even though ive burned dinner oops,,1.0
,feel divine landmass respect bear heart greatness residing,,1.0
,feel like im fond word,,2.0
,feel vulnerable knowing come feel like rest life depends today,,4.0
,feel damn agitated,,3.0
,feel confident around always needs help,,1.0
,feel annoyingly isolated hostel people talking outside room etc,,0.0
,feel like alcoholism something widely accepted norm gay culture,,1.0
,im realizing didnt diet coke today makes feel proud regardless junk consumed today,,1.0
,also feel accepted dark side finally realizing dark side healthy,,1.0
,spoken feeling getting stronger curious others similar thoughts,,5.0
,feel bit dull,,0.0
,hope understands way feel hope sees could miss putting petty negative thoughts aside,,3.0
,feel blessed able share,,1.0
,feel little virtuous things hand nini tasted better,,1.0
,say want people person feel mellow right,,1.0
,pull one favorite books make feel miserable,,0.0
,feel convinced im going shy away whatever really good,,1.0
,feel kind awkward goes,,0.0
,feel like surprised development,,5.0
,snuffling feeling dull,,0.0
,need feel creative productive,,1.0
,god chosen help daughter become woman god intended even feel perfect,,1.0
,feeling bad except ribs aching pulled muscle shoulder blade region excruciating hours hacking lungs last night,,0.0
,point feeling resentful toward want,,3.0
,write feel oddly calm like wanting relax big chair lay sun,,1.0
,feel really inspired,,1.0
,know tell people feel question sincere sacred treasures,,1.0
,sit cry feel wronged wont change outcome,,3.0
,worried maybe sleeping well getting enough milk feeling lethargic,,0.0
,going actively learn genres practice feel feel dancer gt fearless courageous confident phew,,1.0
,started feeling little stressed leaving time making sure got getting ready pictures wanted everything seemed workout perfectly,,3.0
,feel like ugly monster cannot show really lest seem weird plainly outcast,,0.0
,feel little guilty exceptional little girl ethiopia home arms blog continues surround goosey,,0.0
,feel need layer fake tan night give bit colour clothes,,0.0
,feel real emotional connection ice queen north revealed inhumanity runs bloody family,,0.0
,designing earrings customers bridesmaids feel honoured,,1.0
,could adopt messages could think help make feel peaceful grateful happier right,,1.0
,feel quite worthless hear pretty normal north americans point,,0.0
,feel well enough cook,,1.0
,feel bad hes stood bewildered,,0.0
,could feel hundreds loving people around world connecting earth simply beautiful,,2.0
,feel generous spirit forgiving nature closes accepting gifts universe,,2.0
,feel accepted loved community derby girls helped create,,1.0
,feel utterly disgusted right contemplating death every waking moment ever since uttered words,,3.0
,often feel confused whether bipolar really hard core sinful nature,,4.0
,feeling thankful,,1.0
,feel privileged played,,1.0
,read time amp place feeling less perfect,,1.0
,im happy feel pressure one thing another amp makes unhappy,,0.0
,feel worthwhile give depth city sized look one cycle days,,1.0
,still feeling exhausted workouts monday tuesday go walk park,,0.0
,grabbed dog hugged fiercly next hour began feel bit like havent completly shaken feeling feeling rather depressed anxious day,,4.0
,found feeling inhibited shushing quite lot,,0.0
,admit jet lagged daylight feel groggy almost hung night everyone tucked snoozing light pops brain transform ever ready bunny,,0.0
,often throw work maxim last week feel discouraged way move forwards offer encouragement others,,0.0
,feel lot better way wrote bit code,,1.0
,supposed feel sympathy emma im afraid failed,,4.0
,feel inside life like game sometimes came around walls dissapeared nothing surround keep fears im unprotected see ive opened youve made trust coz ive never felt like im naked around show,,0.0
,energy get angry upset anymore feel little resigned,,0.0
,cant tell many times four months seeing seriously serious emotional talks one us feeling tender,,2.0
,feeling emotional brothers arrival,,0.0
,im even feeling liked girls hate pretty much everyone,,2.0
,go day feeling movements amazed something miraculous happening body like special secret,,5.0
,feel valuable want share,,1.0
,feel unloved without next im,,0.0
,feel falling pit buying think real skeptical women,,4.0
,learning deal nausea amp manage unpleasantness work trying keep anyone knowing sister told need suffer amp feel miserable amp call dr zofran,,0.0
,im feeling greedy right,,3.0
,justified feeling slighted ungrateful,,0.0
,feel like waiting wings patiently waiting distracted enough take take everything love world away destroy,,3.0
,feel like fucked big time protect,,3.0
,feel like mind blank empty,,0.0
,feel comfortable playing games presenting bad guy really misunderstood good guy vice versa,,1.0
,listen advice eating disorder actually feel better,,1.0
,bought gb iphone got apple store credit feel like sympathetic early buyers responded appropriately,,2.0
,im feeling lot optimistic future,,1.0
,feel pissed angry,,3.0
,couldnt help feeling awful predicament lives daily nightly basis glad bel started see light stuck stood daniel whilst one else including family im afraid got really disgusted,,0.0
,im feeling completely mellow perfect tonight,,1.0
,feel curious would like explore top helterskelter like plant,,5.0
,ive learned angels earth feel feel stand loving thought healing heart steady hand would also offer without moments hesitation return always,,2.0
,feel packaging really lovely product everything ask,,2.0
,feel ive ignored long year,,0.0
,know different feel hugs kisses im perfect way,,1.0
,feeling little relaxed certainly feeling refreshed thanks drunk dudes decided letting fireworks every half hour night would super fun fact impossible sleep freezing cold complaining toddler certainly rebooted,,1.0
,definitely feel useful information anyone facing similar questions time life,,1.0
,feel sense melancholy,,0.0
,im sad people unhappy flag religious reasons know many religious people feel goes faith supportive,,2.0
,feel brave though,,1.0
,walked near hotel felt obvious uneasy warnings petty crime read guidebook maybe residual years ago left feeling threatened,,4.0
,feel like finally losing stubborn little bit extra stuff lower belly,,3.0
,feeling overwhelmed trying think women,,5.0
,remember feeling frightened could feel emotions high level,,4.0
,feel inside coz fucking horny,,2.0
,tested positive never taken drugs feel innocent says martina,,1.0
,im proud words describe way makes heart feel thank god supportive amazing hubbard,,2.0
,made sex feel women enjoy sex body emotions admired respected,,2.0
,feel need work acceptable conversation fodder,,1.0
,hiked long steep hillside loaded grass bushes feeling pretty doubtful id able find,,4.0
,really like color scheme since makes feel peaceful clean simple,,1.0
,feels lame,,0.0
,personally feel creative present everything packed inside brown paper bag,,1.0
,feel fearless post grieving days,,1.0
,feel blessed married loves stepchildren,,1.0
,dropped martin back dd pulled feeling exceptionally outgoing waved talked neighbors downstairs,,1.0
,feel faithful ever,,1.0
,feeling relieved feel,,1.0
,sometimes feel bit unwelcome,,0.0
,feel complacent moment,,1.0
,feel passionate arouse emotions seem things need learn something emotion tells need grow direction,,2.0
,feel makes person love happened something find acceptable,,1.0
,lost yarn overs done first lace project feeling pretty pleased,,1.0
,want know become prime minister less year time proud friend israel jew someone feels proud part community gathered today,,1.0
,feel somewhat safe give hosting try,,1.0
,follow many people many followers however feeling people talking may know trying rude real,,3.0
,never feel lonely long people love support work,,0.0
,much going life constantly running like crazy always steal quiet moment acknowledge child overwhelming excitement anticipation feel god truly faithful brings everything around,,2.0
,suspect reasoning may simply lull apple feeling complacent,,1.0
,feel exhausted,,0.0
,prepare feel thankful events touch upon many different concerns poetry language issues pacific aesthetics avant garde eco poetry,,1.0
,met present boyfriend boat trip england said would call got back sweden going town england soon walked called england could wait till came home,,1.0
,feel inspired many thing want write,,1.0
,im hurt feel unimportant,,0.0
,feel like uninstalling skype deactivateing facebook amp hatena accounts since im becoming hateful person amp dont want get worse right,,3.0
,began feel shaky nauseous yearned connection cairns make deprivation,,4.0
,feeling adventurous though went asian flavors ginger sesame oil salad,,1.0
,playing sport advanced pe class many people advanced,,3.0
,cause extreme worry distress ground remember fondly forever mary prepares feel unfortunate time eventuallythe intense emotion sexual lovein condescend come hand puts strength wu mouth dont let oneself cry,,0.0
,feel greedy holidays forgetting responsibilities,,3.0
,mean feel like broke record sometimes,,0.0
,feeling rather heartless recently heard words unconditional love could find,,3.0
,feel dissatisfied accustomed healing,,3.0
,im feeling doubtful patterns colors working together cant sure everything comes together,,4.0
,want get back habit blogging cool fun things im also trying get rut writing feeling shitty,,0.0
,still healing heart broken still healing broken dreams still doubting still feeling confused,,4.0
,gents feeling lousy last weeks ended trip hospital last saturday put damper wedding anniversary,,0.0
,read learn interviews feel like could never deserve someone kind compassionate,,2.0
,feel thats strange wotcs behalf,,5.0
,take walk park feeling joyful,,1.0
,feel calm silent protected definiteness existence,,1.0
,want feel assured life good know trust lord,,1.0
,feel safe berry,,1.0
,im feeling envious already,,3.0
,suck boring dull town feeling missed family bf,,0.0
,feel like cute things dont feel comfortable dont know put together,,1.0
,feel like emotional cutter,,0.0
,wake morning go sleep evening feel seed voice heart screaming empty stitched heart,,0.0
,received blanket absolutely amazed fluffy extremely soft really didnt think going feel amazing,,5.0
,feel sometimes im talented enough,,1.0
,feel would foolish perhaps little disrespectful consider long hilly race,,0.0
,mention oldest child youngest feelings hurt,,0.0
,woke today feeling kind strange,,4.0
,im sick feeling unimportant like nobody needs,,0.0
,feeling quite distressed dejected battle insomnia,,4.0
,feel hated cempaka,,0.0
,feel numb many fucking feels shorted feeling,,0.0
,often use disney cheer im feeling low past couple days exception,,0.0
,ive feeling little defeated maybe even looked,,0.0
,feel shy wearing,,4.0
,say long enjoy story entertains makes feel emotional whether sad happy angry disgusted plain horny really gives damn,,0.0
,wept jackson slept feeling overwhelmed feeling want die,,4.0
,feel confident personal life right work life going well boss slowly understanding continually ask demand address tough issues cause problems various departments,,1.0
,dont know whether presence reason feel homesick uk us makes miss former home,,0.0
,mentioned last blog started get feeling pressured studying things like also made person might fully,,4.0
,unwillingly always leaves feeling grouchy unsettled,,3.0
,give men women complain lot heals wear least wear dress feel cool summer,,1.0
,feel like listening chinesepod working mandarin really want listen savage love podcast car talk,,3.0
,feel assured guns locked away gun safe making impossible children access,,1.0
,also feel conversation could dovetail quite easily another images objects ugly serve purpose ironic,,0.0
,dont want make blog something whine time feel like ive beaten two four something,,0.0
,feel bad wasting time effort nothing,,0.0
,feel overwhelmed,,5.0
,kept trying make feel better,,1.0
,get making employees feel valued really economy another k jobs dumped last week alone suspect majority people thinking like rudy thank god still job,,1.0
,feel lucky theyve chosen share lives,,1.0
,feel embarrassed enough,,0.0
,im feeling sorry though think poor people lost lives everything due sandy,,0.0
,told people class leader choose friends true,,3.0
,stop feeling guilty,,0.0
,know people fond treat going getting pedicure sit enjoy wonderful feeling someone else massaging tender tootsies flipping pages book magazine,,2.0
,first read book college helped cope feeling helplessness fear uncertain future,,4.0
,get creative feel like sit chat customers people lovely even kermit helps see,,2.0
,get feeling donald smart enough educate densely focused meanderings inherent shortcomings,,1.0
,feeling frantic,,4.0
,feel extremely dangerous wandering sea,,3.0
,grateful filled general conference feel joyful power spirit wonderful weekend,,1.0
,think viewers tonight enjoy show coming malm like things less fond things hopefully feel entertained smitten feel urge cast vote regardless country voting tonight,,1.0
,ever want feel vulnerable,,4.0
,bought doraemon backpack charity store every intention putting etsy store feel like cute sell,,1.0
,im looking upon next year adventure likely make curse mathematics subjects hell eventually make feel relieved,,1.0
,put without words since cant type lovely morning yes im feeling sarcastic today,,3.0
,feel kind unwelcome many catholic communities hope isnt case,,0.0
,lift different hurt bad day happened get mind feel bit timid,,4.0
,feeling rather homesick today decided make list typical city sight might come use decide visit switzerlands largest city,,0.0
,im sure ill feel playful soon cant right,,1.0
,couldnt feel blessed time,,1.0
,feel like rich purple gold match made heaven reinforces belief,,1.0
,sit hostel nearly two months ago time wearing jacket feeling toes might little numb cold,,0.0
,feel lost without,,0.0
,feel smart figure things,,1.0
,im graduating two days feel sad right,,0.0
,feel naughty step outside species compellingly different,,2.0
,want feel less stressed,,0.0
,still feel nervous,,4.0
,put mind odd feeling vicious cruel natural order seems one able escape town cycles predator victim catching anyone trying elevate mire,,3.0
,feel violent ever right,,3.0
,feel ecstatic privileged,,1.0
,feel perfect event,,1.0
,came away expereince feeling like encounter divine,,1.0
,feel slightly saddened know kids also resigned absence,,0.0
,sit snowy ohio countryside christmas eve feeling like postcard thrilled announce found,,1.0
,im feeling hopeful coming summer,,1.0
,feel bit like naughty kid went spent last pence bag full e numbers guilty,,2.0
,tune rest world focus rhythm needles softness yarn time feel peaceful,,1.0
,say feel alone br style color line height,,0.0
,feeling heartbroken lonely watched second younger sibling get married leaving lone single adult family,,0.0
,lost pounds also started feel really awful,,0.0
,enjoy work genuine feel pleasant message trying deliver,,1.0
,knew except lost girly feeling gained graceful wisdom,,1.0
,feeling bit ungrateful choose correct,,0.0
,notice different question feeling agitated,,4.0
,feel like noob customers make really dull stupid jokes im supposed find funny,,0.0
,getting sent company expense trip another state work week plan,,1.0
,feel insulted heroes cosplay goons said care,,3.0
,eat good breakfast feel energetic throughout whole day feel clock slump,,1.0
,feel strongly supporting charities help children,,1.0
,ever seen life laceys constant disapprovements rikkis extreme happiness wasnt feeling quite carefree,,1.0
,started thinking spaces made feel creative characteristics,,1.0
,usually ignore page invites irrelevant facebook game invites impersonal feels insincere,,3.0
,feeling playful morning,,1.0
,feel like im pathetic little desperation,,0.0
,feel totally completely accepted loved heavenly abba pointing sin life,,2.0
,feel fond though feels like amalgamation many people already know,,2.0
,feel like teams would appeased jackson point eagles terribly stubborn,,3.0
,feel like damaged goods one want,,0.0
,think love enough feel pretty insulted rawr,,3.0
,help feeling lucky little know,,1.0
,also feel need say thank boy helped realize showing absolutely splendid hot night,,1.0
,never tell feel really sucks think gets really bothered,,3.0
,ive also nosy website seeing coming time year im feeling strangely festive ive picked top five products href http www,,1.0
,suppose natural id start feel little homesick new england time year,,0.0
,really feel like successful identifying pretty scary early warning signs sticking foot door shut,,1.0
,cant help think id shut id made big deal essentially two adults meeting table hot beverage perhaps wouldnt spent bulk weekend feeling like stupid shit,,0.0
,feeling really stressed due homework studies increased rapidly last week,,0.0
,im begging fate mess next cycle let look pretty one least go feeling reassured,,1.0
,input class size medium wp image height src http techfeel wp content uploads google hindi input x,,1.0
,ive got learn mindful feel time im suspicious feeling,,4.0
,feeling much relaxed,,1.0
,feel acceptable make requests using name,,1.0
,feeling lot pissed people sea org hollywood scientology become monster devoured wa wonderfully sleazy bohemian area,,3.0
,feel pained,,0.0
,reading sewing circles feel completely happy cant spit face imperialism least lesbian,,1.0
,feeling pretty fearless,,1.0
,feel bouncy twitchy sudden,,1.0
,feel like mellow restive dream maker,,1.0
,feel passionate joy,,1.0
,nostalgic feelings met wonderful people online online internet like second life,,1.0
,feel rejected trying find path stronger relationship bond god,,0.0
,dont know deal feel like becoming apart im afraid im going associate regular things never forget,,4.0
,think fact know lot time play catch also free time first time feels like forever really free time,,1.0
,feel extremely privileged live country vote legitimate matters,,1.0
,feel strange gratitude hated israeli occupation sinai lasted actually recognizing importance sinais history,,5.0
,im much peaceful happy house clean food good kids arent feeling needy,,0.0
,felt birthday one day feel special could whatever wanted,,1.0
,feel depressed,,0.0
,got saturday morning feeling like crud determined let get best,,1.0
,feel determined steal private industries away citizens nation given time fighting real enemies theu,,1.0
,would say yet would feel superior fact self righteous even would admit back remember looking point see point come could face protect ego,,1.0
,feel tender anyone upset bee movie sort like feel old aunts dont realize prickly whiskers getting slightly repulsed sad decline,,2.0
,sat embrace realised two hours spent shaking thang eighties bar celebrating fact one year closer death left ageing body feeling punished normally pink feet blackened,,0.0
,feel humiliated self,,0.0
,feel worthwhile item within company mission,,1.0
,feel earth move tribute carole king karaoke mix details rel nofollow target blank see details compare prices img src http www,,0.0
,im one feelings emotions thats pathetic,,0.0
,say certain actually makes feel amused sure people offices told href http news,,1.0
,feel defeated okay hahaha mid term holiday good,,0.0
,decided lay bed started feel really violent like wanted punch kick things except didnt wnat hurt anything,,3.0
,want say feel numb numb wouldnt pain probably wouldnt able cry much,,0.0
,go sometime future id probably stick african tram comes entry fee maybe id spring asian tram feeling particularly brave might even try hot air balloon thought reasonable priced,,1.0
,always feel shocked threatening,,5.0
,supposed alright even feeling comfortable home able cook meals without year old helping ok mounting pile water utility bills,,1.0
,proud british glad young certainly feel blessed opportunity,,1.0
,whenever put others shoes try make person happy,,3.0
,feel absolutely devastated gaia pushed limit spite great strides seem making media attention lately,,0.0
,feel around someone idiotic feel hence unintelligible blabbering,,0.0
,feeling content oh happy life,,1.0
,found feeling bit overwhelmed,,5.0
,know feel guess one moments want feel like accepted even though whatever get mattered,,2.0
,sure gnawing feeling getting agitated sitting around nothing,,3.0
,dont remember january like last year thats need real diary one feeling bitter dark boring,,3.0
,normally find intimidating shes crazy tiny little foreign food places people like feel less socially intimidated im,,4.0
,feel quite researched intelligent confidence consuming meat,,1.0
,ate something wrong feel terrible day,,0.0
,feel like place even messy,,0.0
,feel unprotected even travelling alone,,4.0
,believe feeling duality suffering soul growth tells ending decline change direction often one associated emotions offers one possible response decline change moving,,0.0
,feel really uptight unable unwind,,4.0
,im learning mandarin chinese preparation trip tianjin september already four lessons feel like handle basics im thrilled insight language always total mystery,,1.0
,think feels little weird,,4.0
,feel truth accepted judged well,,2.0
,feel like indecisive idiot,,4.0
,decide feel tell blamed never told would like,,0.0
,feel vets animals whose lives save always going hostile,,3.0
,still feel anything else humiliated whenever think everything happened,,0.0
,feel like finally want write one vain hobbies makeup,,0.0
,regularly feel embarrassed,,0.0
,realized want shoot weddings clients connect feel comfortable must allow get know,,1.0
,checked babys heartbeat continued feel moving besides feeling terrible peace,,0.0
,found giggling clapping hands often five year old ice cream wagon never point didnt feel genuinely entertained,,1.0
,feel virtuous looking pictures books,,1.0
,guess help got sick black friday forced maintain promise stay back city feels amazing,,5.0
,feel rather like celebrity widget stood let admired drank orange squash cup,,1.0
,really feel like space anymore really vain idea,,0.0
,reasonably deduce grandfather also love mother negate lifetime damage feeling unloved unwanted created,,0.0
,im saying read book characters hard empathise lot time found feeling distraught something happened rather uninterested blank,,4.0
,im spending less especially stuff wont last long bringing tons stuff house feel positive holiday gift giving,,1.0
,feel embarrassed lost weight im afraid another week disappointing news scale cause people give stop following blog,,0.0
,feel little guilty contemplate going back get money prisoners begin enter room,,0.0
,careened feeling confident abilities writer equally sure never ever write anything worth reading,,1.0
,feel honoured asked,,1.0
,feel pathetic hardly go whole day talking,,0.0
,faith supreme power accept everything incidence occuring life sometimes like today really makes feel dull start crying,,0.0
,want feel humiliated made feel school,,0.0
,desperate kareena akshay kumar play double role flash forward minissha says still feel today amisha patel glamorous avtaar,,1.0
,feel like doomed,,0.0
,always well succeded,,1.0
,felt bad bad grade feeling like hide didnt know say except declare frustration hated school,,0.0
,feel assaulted shit storm confusion anger hurt feelings tsunami us away,,4.0
,feel fucking low,,0.0
,feel betrayed angry sad time dammit,,3.0
,feel reassured county government county takes murder illegal immigrant back alley seriously enough prosecute someone years later,,1.0
,know feel submissive learning use firearm,,0.0
,feel drained end novel try hardest get something change impact life,,0.0
,truly surprised feel quite honored,,1.0
,hate feeling alone,,0.0
,feel like people accepted wed get along lot better,,2.0
,feel creative juices beginning flow,,1.0
,feel suffocated paranoid,,4.0
,would call success feeling pretty depressed state clothes,,0.0
,feel soo lonely,,0.0
,see wednesday im feeling fantastic days tell im getting smaller smaller,,1.0
,feel though another adventure curious anything else,,5.0
,also feel sidebar messy,,0.0
,feel respected secure journey toward loving loved return,,1.0
,im feeling relieved yet painful something inside creepily numb feel like ghost hallways way used dont tell another time succumb,,1.0
,feel amazed thankful e lives,,5.0
,must confess im still feeling uncertain god going work everything,,4.0
,really bad feeling cold months,,3.0
,ive feeling sort depressed,,0.0
,feeling indecisive ever suppose,,4.0
,felt abandoned seemed like millionth time life spent last several days feeling sorry picking order help friends,,0.0
,enjoy day feel cute,,1.0
,bonded point time still feel fond memory,,2.0
,remember come feel beaten depressed faith truly healed,,0.0
,sometimes feel carried heart loving child fiercely,,2.0
,feel said quickly glad,,1.0
,understand reacting think observing us closely become happier actual feel supporting us,,2.0
,imagined form fitting clothing beautiful looking mirror feeling proud lighter energetic,,1.0
,starting feel like maybe want relationship im stubborn admit,,3.0
,feel appreciative money coming,,1.0
,feel loyal especially ive experienced recently trust,,2.0
,feel pain heart every priestess temple drops every single ven devoted talia loses devotions takes rank injury equal devotion,,2.0
,feel smug got exploited gets bruno marzzz,,1.0
,ive soo excited feel amazing,,1.0
,feel kinda lousy,,0.0
,know thing many passersby feel special truly welcome country,,1.0
,didnt start feeling excitement movie almost started coming violent waves,,3.0
,feel blessed friends come,,1.0
,feeling strange also present movement trying one way,,4.0
,feel like acceptable,,1.0
,feel like im boring sometimes im okay,,0.0
,felt need write sometimes anxious feelings impatient thoughts lists things still could done baby arrives,,3.0
,feel like life vain,,0.0
,dropped script left feeling dissatisfied,,3.0
,im starting feel really pathetic giving bulk enthusiasm days kardashians us weekly roseanne marathons completely ignoring blog,,0.0
,feel love se inscrie intr un rafinament lejer romantic si extrem de feminin,,2.0
,really wish time explore twitter feel like lost lot time learning use site,,0.0
,love yoga love learning love made think sharing yoga students feel hopeful excited,,1.0
,went training feeling disheartened,,0.0
,feel glad,,1.0
,priceless feel honoured every mum dad trusts new arrival,,1.0
,felt really bad claudia always amazing time la could feel disappointed trip turning fun amazing could,,0.0
,remember feeling nervous,,4.0
,feel need pimp since raini beloved rocky casting director loves much,,1.0
,feel like life taken video game im doomed repeat set circumstances collect special powers knowledge treasures finally advance next level,,0.0
,feel like one punished,,0.0
,kept feeling wonderful ran couldnt believe,,1.0
,feel less stress pretty much unpleasant obligation life know allow mix things enjoy running baking climbing coffee girlfriends cuddling dog reading book,,0.0
,lying bed last night day making experiments usual suspects fabric plastic feeling agitated issues proper presentation made headway course mere six hours,,3.0
,working right guys feel horny much passion,,2.0
,feel like im greedy asking something expensive,,3.0
,see feel friendly,,1.0
,tell sick injured feeling generally awful climbed team car abandoned race right spectators snapping away phones,,0.0
,forced keep going back even though made feel consistently uncomfortable gave saw point,,4.0
,wonder im vain love dressing attempting fashionable realized nothing wrong dressing feel pretty cute smart whatever,,1.0
,feel special want mashed potatoes pronto get mashed potatoes pronto,,1.0
,cant remember exactly made stop using feeling got distracted hair products sort forgot one,,3.0
,feel kind acceptance song gave photo kind ecstatic ascension higher level conscience aesthetic like rapture sort,,1.0
,always feel alone,,0.0
,feeling hell kid shooting daggers eyes annoyed hes standing holding flowers,,3.0
,dont know feel thrilled finally getting go camping people like know first time thats happened,,1.0
,feel talk like disadvantaged child waiting half face come back,,0.0
,help feel really nostalgic disney levels,,2.0
,feel entirely dangerous,,3.0
,remember feeling thrilled use nursing skills relieved could days house remember first hard problem,,1.0
,found amazed mid f would feel tad cool perhaps sweatshirt wouldve good idea,,1.0
,feel like may mislead gracious readers blog,,1.0
,still feel confused guilty whole thing,,4.0
,feel intimidated tasks feel overwhelmed huge complicated tasks,,4.0
,feeling emotional crying apparent reason time feels like world ending,,0.0
,feel lonely sad cannot talk day get moment desk,,0.0
,still sit back feel amazed whole thing,,5.0
,feel rejected cant find ive left behind,,0.0
,feel like cant dirty dishes piled laundry strewn toys scattered everywhere,,0.0
,feel lately ever life precious,,1.0
,feel completely burdened intelligence,,0.0
,cant think emotional state worse feeling generally worthless unlovable,,0.0
,dont photos excited happy prejudging great btw least feel tt since felt confident didnt stutter front panel judges dearest bf around doors opened public,,1.0
,im feeling jolly href http www,,1.0
,feel fake think really want good conversation make good contact appear especially self confident even risk talking people good talk meet one person good connection,,0.0
,went around rest day feeling distressed changed appearance based someones comments made even coincidence appealing felt wrong wrong wrong,,4.0
,really enjoy cabernet aggressive flavors tend isnt exactly light wine still general congenial feel find pleasant,,1.0
,woke early morning feeling joyful,,1.0
,wonder feels loved someone love,,2.0
,feel havent blogged ages least truly blogged update cute little post today,,1.0
,feel cared accepted,,2.0
,feel passionate knitting seeing really good films surprisingly awesome tv programs cant believe wrote,,2.0
,im feeling depressed,,0.0
,feel feel drained feel talking others finish strength,,0.0
,feeling ok lots bruising arms decided remove blood,,1.0
,feel others worthwhile,,1.0
,im feeling listless bored something,,0.0
,joy allowing kids feel like valued treasures blast kid alongside say incredibly humbling experience influence childs life know say internalized,,1.0
,sometimes feel irritated thought spending money annuals spruce doorstep,,3.0
,wish could bottle squeals delight take whenever im feeling grumpy,,3.0
,feeling overwhelmed needing take time,,5.0
,im feeling dangerous ill write figure hell itll take,,3.0
,honestly thought impossible point feel pretty,,1.0
,found korean men turning foreign women freedom feel easily accounted dating koreans casual thing often tends serious matter,,1.0
,think also pity party feeling bit frustrated little time seem day,,3.0
,forgive accepting allowing feeling going get punished something wrong,,0.0
,feel like part problem call missy jane trusting angel cover airbrushing real skin cover model,,1.0
,might feel offended times hearing statements strongly disagree,,3.0
,easily feel quite pressured routines really noticed difference away,,4.0
,feeling need christmas crafting week especially seeing couple lovely quilty christmas projects stitch group,,2.0
,cycle ever feeling finishing manchester blackpool miles bothered ride extra mile put,,3.0
,im sure feel anything im keen see test see im yet ready view friend,,1.0
,also feel lethargic,,0.0
,im feeling somewhat nostalgic game fact star wars,,2.0
,feel like punished carry burden even though four years,,0.0
,feeling like said humour gets im one people even spoke issues one would bothered would care thought head wasnt true way like dont want burden sort thing,,3.0
,feel part life treasured london flatmates especially neat point something say,,2.0
,feel innocent,,1.0
,feel hopeful new treatment extend life,,1.0
,feel like idiot trusting though,,1.0
,providing link courtesy author stuff either time never experienced even lived available feel emotional,,0.0
,feeling kinda lost best friend,,0.0
,ive rough days since midst crying dealing feeling defeated emotional put coat curled created safety nest inside coat,,0.0
,feel terribly remourseful didnt stay faithful plans get sooner,,2.0
,went wedding weekend say feeling important,,1.0
,stop reading sids blogs part blogging community feel supporting get better handling grief hence going stop,,2.0
,feel less shy exploring roles physical ways,,4.0
,replied feeling strange giving orders,,5.0
,chant invocation feel force supporting teach,,1.0
,feel like moves sleep glad enjoyed week good sleep mentioned feeling,,1.0
,really hurt feel unimportant sucks,,0.0
,grew around feeling living minutes away gorgeous atlantic ocean brazil probably surprise grew fond ocean,,1.0
,feel honoured today olu jacobs feel honoured today olu jacobs href http momo,,1.0
,made chilli oil monday feeling dangerous,,3.0
,started walking yesterday feels amazing,,1.0
,ive also feeling somewhat emo irritable lately,,3.0
,felt joyful subsided feel joyful,,1.0
,feel like shy away triggering stereotype person scream break things didnt get eat favorite kind sandwich,,4.0
,feel completely distracted emotionally drained,,3.0
,exhausted feeling little morose im livid top everything else,,0.0
,feel safe tucked away,,1.0
,im feeling tortured write today,,4.0
,promise youll feel inspired afterwards,,1.0
,feel however something far precious feelings,,1.0
,feel working together supporting whole represent larger younger voice politics say,,2.0
,im alone apartment get overwhelming feeling like im watched im unwelcome,,0.0
,feel blessed people life remind time right thing look better like,,2.0
,come associate bad feelings bad behaviour continued,,0.0
,feel lot affection longing conveyed,,2.0
,looking vest tops shorts long ones due feel paranoid cellulite everywhere,,4.0
,feel like bit divine intervention,,1.0
,know thankful warm loving peaceful presence feel anger feelings discontent frustration flare,,0.0
,im trying understanding open minded fair im feeling completely pissed max things,,3.0
,know helps writing made feel somewhat regretful ashamed share think right,,0.0
,feel happy solution,,1.0
,enjoy book however especially liked characters brothers one fired detectin spirit feeling skeptical willing back brother fight,,4.0
,im sure feels way everyone tortured souls dont make best boyfriends,,3.0
,conducted survey quite likely many feel assaulted onel demons creators would felt walls covered eminent figures patriotic heroes epic deeds,,0.0
,think level understanding though still feel hes hesitant,,4.0
,feel virtuous go fieldtrip,,1.0
,im gonna lie kinda sad feeling pretty lonely,,0.0
,im feeling ecstatic right classy ever redesign project begins week,,1.0
,feel could avoided blazes markers cairns annoyed point,,3.0
,never told boyfriend parents remember feeling embarrassed maybe even little ashamed,,0.0
,feel aggravated annoyed visits,,3.0
,im feeling completely idiotic ablo contribute,,0.0
,aint happy im feeling glad got sunshine bag im useless long future coming,,1.0
,feel strong dont let anger win,,1.0
,always feel helpless times disaster feel little better knowing even dollars make difference someone need,,0.0
,honestly feel extremely shy ask friends take pictures vain must think,,4.0
,ill find elusive second wind feel hopeful today href http www,,1.0
,feel intimidated nervous overwhelmed shake like leaf,,4.0
,make feel useful fucking guy,,1.0
,feel inspired create ive thinking lot inspiration week,,1.0
,think interactions person probably fine sufficiently respectful polite ladies feel abused,,0.0
,im feeling extremely fabulous jacket shoes aint bitches gonna bring hahah,,1.0
,ive chosen walk jesus maybe im feeling bit miserable im going suck think three dudes,,0.0
,good day right im feeling pretty irritable real reason meaning nothing significant happened make feel annoyed,,3.0
,feeling contented pissed time,,1.0
,wonder homeowners would feel weird parked gape landscaping,,5.0
,feel impatience rate loss impressed time,,5.0
,im big guy ive gotten rigs weve worked try see feel like let tell less pleasant,,1.0
,ran errands buy cora newborn sized sleepers previously made newborn sized babies went lunch celebrate great feeling feel amazing pain pain meds moving around almost completely normally days,,5.0
